Chameleon RevE Rebooted log parser v. 0.01 by NiTRo THe DeMoN

Binary log filename: logtest.bin
Log enabled: true
Log lenght: 29280
Total bytes wrote: 29296

04148/29296: [00571] R | READY       | 93 70 FF FF FF FF 00 27 D0
04162/29296: [00571] T | ACTIVE      | 08 B6 DD
04170/29296: [00575] R | ACTIVE      | 50 00 57 CD
04179/29296: [00575] T | HALT        | 
04184/29296: [00579] R | HALT        | 52
04190/29296: [00579] T | READY       | 04 00
04197/29296: [00580] R | READY       | 93 70 FF FF FF FF 00 27 D0
04211/29296: [00580] T | ACTIVE      | 08 B6 DD
04219/29296: [00601] R | ACTIVE      | 50 00 57 CD
04228/29296: [00601] T | HALT        | 
04233/29296: [00605] R | HALT        | 52
04239/29296: [00605] T | READY       | 04 00
04246/29296: [00607] R | READY       | 93 70 FF FF FF FF 00 27 D0
04260/29296: [00607] T | ACTIVE      | 08 B6 DD
04268/29296: [00611] R | ACTIVE      | 60 00 F5 7B
04277/29296: [00611] T | AUTHING     | 01 20 01 45
04286/29296: [00613] R | AUTHING     | B4 A0 B0 FB 35 75 F7 F6
04299/29296: [00613] T | IDLE        | 
04304/29296: [00618] R | IDLE        | 50 00 57 CD
04313/29296: [00618] T | HALT        | 
04318/29296: [00626] R | HALT        | 52
04324/29296: [00626] T | READY       | 04 00
04331/29296: [00627] R | READY       | 93 70 FF FF FF FF 00 27 D0
04345/29296: [00627] T | ACTIVE      | 08 B6 DD
04353/29296: [00632] R | ACTIVE      | 60 00 F5 7B
04362/29296: [00633] T | AUTHING     | 01 20 01 45
04371/29296: [00634] R | AUTHING     | AE B4 3E B1 C6 C3 2D 51
04384/29296: [00635] T | AUTH IDLE   | 6F C2 55 0A
04393/29296: [00654] R | AUTH IDLE   | AA 60 BB B2
04402/29296: [00655] + | AUTH IDLE   | 
04407/29296: [00666] R | AUTH IDLE   | 80 E9 69 E5
04416/29296: [00667] T | HALT        | 
04421/29296: [00671] R | HALT        | 52
04427/29296: [00671] T | READY       | 04 00
04434/29296: [00673] R | READY       | 93 70 FF FF FF FF 00 27 D0
04448/29296: [00673] T | ACTIVE      | 08 B6 DD
04456/29296: [00679] R | ACTIVE      | E0 80 31 73
04465/29296: [00679] T | ACTIVE      | 04
04471/29296: [00683] R | ACTIVE      | 50 00 57 CD
04480/29296: [00683] T | HALT        | 
04485/29296: [00692] R | HALT        | 52
04491/29296: [00692] T | READY       | 04 00
04498/29296: [00694] R | READY       | 93 70 FF FF FF FF 00 27 D0
04512/29296: [00694] T | ACTIVE      | 08 B6 DD
04520/29296: [00699] R | ACTIVE      | C2 E0 B4
04528/29296: [00699] T | ACTIVE      | 04
04534/29296: [00702] R | ACTIVE      | 50 00 57 CD
04543/29296: [00702] T | HALT        | 
04548/29296: [00708] R | HALT        | 52
04554/29296: [00708] T | READY       | 04 00
04561/29296: [00709] R | READY       | 93 70 FF FF FF FF 00 27 D0
04575/29296: [00709] T | ACTIVE      | 08 B6 DD
04583/29296: [00715] R | ACTIVE      | 3C 00 A2 01
04592/29296: [00715] T | ACTIVE      | 04
04598/29296: [00717] R | ACTIVE      | 50 00 57 CD
04607/29296: [00717] T | HALT        | 
04612/29296: [00722] R | HALT        | 52
04618/29296: [00722] T | READY       | 04 00
04625/29296: [00723] R | READY       | 93 70 FF FF FF FF 00 27 D0
04639/29296: [00723] T | ACTIVE      | 08 B6 DD
04647/29296: [00729] R | ACTIVE      | 62 EA 11
04655/29296: [00729] T | ACTIVE      | 04
04661/29296: [00732] R | ACTIVE      | 50 00 57 CD
04670/29296: [00732] T | HALT        | 
04675/29296: [00736] R | HALT        | 52
04681/29296: [00736] T | READY       | 04 00
04688/29296: [00737] R | READY       | 93 70 FF FF FF FF 00 27 D0
04702/29296: [00737] T | ACTIVE      | 08 B6 DD
04710/29296: [00744] R | ACTIVE      | 50 00 57 CD
04719/29296: [00744] T | HALT        | 
04724/29296: [00747] R | HALT        | 52
04730/29296: [00747] T | READY       | 04 00
04737/29296: [00748] R | READY       | 93 70 FF FF FF FF 00 27 D0
04751/29296: [00748] T | ACTIVE      | 08 B6 DD
04759/29296: [00754] R | ACTIVE      | 60 00 F5 7B
04768/29296: [00754] T | AUTHING     | 01 20 01 45
04777/29296: [00756] R | AUTHING     | 4D D9 C1 76 B2 F2 9E 29
04790/29296: [00756] T | IDLE        | 
04795/29296: [00760] R | IDLE        | 50 00 57 CD
04804/29296: [00760] T | HALT        | 
04809/29296: [00763] R | HALT        | 52
04815/29296: [00812] + | READY       | 
04820/29296: [00929] R | IDLE        | 26
04826/29296: [00929] + | READY       | 
04831/29296: [00930] R | READY       | 93 20
04838/29296: [00930] + | READY       | 
04843/29296: [00932] R | READY       | 93 70 FF FF FF FF 00 27 D0
04857/29296: [00932] + | ACTIVE      | 
04862/29296: [00941] R | ACTIVE      | 50 00 57 CD
04871/29296: [00941] + | HALT        | 
04876/29296: [00944] R | HALT        | 52
04882/29296: [00944] + | READY       | 
04887/29296: [00945] R | READY       | 93 70 FF FF FF FF 00 27 D0
04901/29296: [00945] + | ACTIVE      | 
04906/29296: [00949] R | ACTIVE      | 50 00 57 CD
04915/29296: [00949] + | HALT        | 
04920/29296: [00953] R | HALT        | 52
04926/29296: [00953] + | READY       | 
04931/29296: [00954] R | READY       | 93 70 FF FF FF FF 00 27 D0
04945/29296: [00954] + | ACTIVE      | 
04950/29296: [00959] R | ACTIVE      | 60 00 F5 7B
04959/29296: [00959] + | AUTHING     | 
04964/29296: [00961] R | AUTHING     | 3A 2E BB 2C 17 E2 34 91
04977/29296: [00961] + | IDLE        | 
04982/29296: [00965] R | IDLE        | 50 00 57 CD
04991/29296: [00965] + | HALT        | 
04996/29296: [00970] R | HALT        | 52
05002/29296: [00970] + | READY       | 
05007/29296: [00972] R | READY       | 93 70 FF FF FF FF 00 27 D0
05021/29296: [00972] + | ACTIVE      | 
05026/29296: [00976] R | ACTIVE      | 50 00 57 CD
05035/29296: [00976] + | HALT        | 
05040/29296: [00979] R | HALT        | 52
05046/29296: [00979] + | READY       | 
05051/29296: [00981] R | READY       | 93 70 FF FF FF FF 00 27 D0
05065/29296: [00981] + | ACTIVE      | 
05070/29296: [00985] R | ACTIVE      | 60 00 F5 7B
05079/29296: [00985] + | AUTHING     | 
05084/29296: [00986] R | AUTHING     | F4 75 23 0C 62 09 F3 5C
05097/29296: [00987] + | IDLE        | 
05102/29296: [00990] R | IDLE        | 50 00 57 CD
05111/29296: [00990] + | HALT        | 
05116/29296: [00996] R | HALT        | 52
05122/29296: [00996] + | READY       | 
05127/29296: [00997] R | READY       | 93 70 FF FF FF FF 00 27 D0
05141/29296: [00997] + | ACTIVE      | 
05146/29296: [01001] R | ACTIVE      | 50 00 57 CD
05155/29296: [01001] + | HALT        | 
05160/29296: [01006] R | HALT        | 52
05166/29296: [01006] + | READY       | 
05171/29296: [01008] R | READY       | 93 70 FF FF FF FF 00 27 D0
05185/29296: [01008] + | ACTIVE      | 
05190/29296: [01031] R | ACTIVE      | 50 00 57 CD
05199/29296: [01031] + | HALT        | 
05204/29296: [01036] R | HALT        | 52
05210/29296: [01036] + | READY       | 
05215/29296: [01037] R | READY       | 93 70 FF FF FF FF 00 27 D0
05229/29296: [01037] + | ACTIVE      | 
05234/29296: [01043] R | ACTIVE      | 60 00 F5 7B
05243/29296: [01043] + | AUTHING     | 
05248/29296: [01045] R | AUTHING     | 60 68 01 13 C8 41 28 32
05261/29296: [01045] + | IDLE        | 
05266/29296: [01048] R | IDLE        | 50 00 57 CD
05275/29296: [01048] + | HALT        | 
05280/29296: [01053] R | HALT        | 52
05286/29296: [01053] + | READY       | 
05291/29296: [01054] R | READY       | 93 70 FF FF FF FF 00 27 D0
05305/29296: [01054] + | ACTIVE      | 
05310/29296: [01062] R | ACTIVE      | 60 00 F5 7B
05319/29296: [01062] + | AUTHING     | 
05324/29296: [01064] R | AUTHING     | 97 4F 3E DB 52 4E 1D 32
05337/29296: [01064] + | AUTH IDLE   | 
05342/29296: [01068] R | AUTH IDLE   | 8E 86 E7 68
05351/29296: [01069] + | AUTH IDLE   | 
05356/29296: [01080] R | AUTH IDLE   | 9B 23 3E 8A
05365/29296: [01081] + | HALT        | 
05370/29296: [01085] R | HALT        | 52
05376/29296: [01085] + | READY       | 
05381/29296: [01087] R | READY       | 93 70 FF FF FF FF 00 27 D0
05395/29296: [01087] + | ACTIVE      | 
05400/29296: [01095] R | ACTIVE      | E0 80 31 73
05409/29296: [01095] + | ACTIVE      | 
05414/29296: [01098] R | ACTIVE      | 50 00 57 CD
05423/29296: [01098] + | HALT        | 
05428/29296: [01107] R | HALT        | 52
05434/29296: [01107] + | READY       | 
05439/29296: [01108] R | READY       | 93 70 FF FF FF FF 00 27 D0
05453/29296: [01108] + | ACTIVE      | 
05458/29296: [01114] R | ACTIVE      | C2 E0 B4
05466/29296: [01114] + | ACTIVE      | 
05471/29296: [01124] R | ACTIVE      | 50 00 57 CD
05480/29296: [01124] + | HALT        | 
05485/29296: [01130] R | HALT        | 52
05491/29296: [01130] + | READY       | 
05496/29296: [01131] R | READY       | 93 70 FF FF FF FF 00 27 D0
05510/29296: [01131] + | ACTIVE      | 
05515/29296: [01138] R | ACTIVE      | 3C 00 A2 01
05524/29296: [01138] + | ACTIVE      | 
05529/29296: [01141] R | ACTIVE      | 50 00 57 CD
05538/29296: [01141] + | HALT        | 
05543/29296: [01144] R | HALT        | 52
05549/29296: [01144] + | READY       | 
05554/29296: [01146] R | READY       | 93 70 FF FF FF FF 00 27 D0
05568/29296: [01146] + | ACTIVE      | 
05573/29296: [01152] R | ACTIVE      | 62 EA 11
05581/29296: [01152] + | ACTIVE      | 
05586/29296: [01158] R | ACTIVE      | 50 00 57 CD
05595/29296: [01158] + | HALT        | 
05600/29296: [01161] R | HALT        | 52
05606/29296: [01161] + | READY       | 
05611/29296: [01162] R | READY       | 93 70 FF FF FF FF 00 27 D0
05625/29296: [01162] + | ACTIVE      | 
05630/29296: [01167] R | ACTIVE      | 50 00 57 CD
05639/29296: [01167] + | HALT        | 
05644/29296: [01171] R | HALT        | 52
05650/29296: [01171] + | READY       | 
05655/29296: [01173] R | READY       | 93 70 FF FF FF FF 00 27 D0
05669/29296: [01173] + | ACTIVE      | 
05674/29296: [01180] R | ACTIVE      | 60 00 F5 7B
05683/29296: [01180] + | AUTHING     | 
05688/29296: [01182] R | AUTHING     | 2C A4 83 B2 F2 67 B8 EF
05701/29296: [01182] + | IDLE        | 
05706/29296: [01185] R | IDLE        | 50 00 57 CD
05715/29296: [01185] + | HALT        | 
05720/29296: [01189] R | HALT        | 52
05726/29296: [01189] + | READY       | 
05731/29296: [01191] R | READY       | 93 70 FF FF FF FF 00 27 D0
05745/29296: [01191] + | ACTIVE      | 
05750/29296: [01196] R | ACTIVE      | 60 00 F5 7B
05759/29296: [01197] + | AUTHING     | 
05764/29296: [01198] R | AUTHING     | AE F5 EB 8E 5B 62 1B 8E
05777/29296: [01199] + | IDLE        | 
05782/29296: [01202] R | IDLE        | 50 00 57 CD
05791/29296: [01202] + | HALT        | 
05796/29296: [01207] R | HALT        | 52
05802/29296: [01207] + | READY       | 
05807/29296: [01208] R | READY       | 93 70 FF FF FF FF 00 27 D0
05821/29296: [01208] + | ACTIVE      | 
05826/29296: [01378] R | IDLE        | 26
05832/29296: [01379] R | READY       | 93 20
05839/29296: [01381] R | READY       | 93 70 FF FF FF FF 00 27 D0
05853/29296: [01392] R | ACTIVE      | 50 00 57 CD
05862/29296: [01396] R | HALT        | 52
05868/29296: [01397] R | READY       | 93 70 FF FF FF FF 00 27 D0
05882/29296: [01405] R | ACTIVE      | 50 00 57 CD
05891/29296: [01410] R | HALT        | 52
05897/29296: [01411] R | READY       | 93 70 FF FF FF FF 00 27 D0
05911/29296: [01416] R | ACTIVE      | 60 00 F5 7B
05920/29296: [01418] R | AUTHING     | 69 34 3A 8E 20 CB A3 F0
05933/29296: [01423] R | IDLE        | 50 00 57 CD
05942/29296: [01426] R | HALT        | 52
05948/29296: [01427] R | READY       | 93 70 FF FF FF FF 00 27 D0
05962/29296: [01432] R | ACTIVE      | 50 00 57 CD
05971/29296: [01437] R | HALT        | 52
05977/29296: [01439] R | READY       | 93 70 FF FF FF FF 00 27 D0
05991/29296: [01442] R | ACTIVE      | 60 00 F5 7B
06000/29296: [01444] R | AUTHING     | B3 55 CA A1 1C 0F EE 4B
06013/29296: [01447] R | IDLE        | 50 00 57 CD
06022/29296: [01452] R | HALT        | 52
06028/29296: [01454] R | READY       | 93 70 FF FF FF FF 00 27 D0
06042/29296: [01457] R | ACTIVE      | 50 00 57 CD
06051/29296: [01460] R | HALT        | 52
06057/29296: [01462] R | READY       | 93 70 FF FF FF FF 00 27 D0
06071/29296: [01483] R | ACTIVE      | 50 00 57 CD
06080/29296: [01490] R | HALT        | 52
06086/29296: [01492] R | READY       | 93 70 FF FF FF FF 00 27 D0
06100/29296: [01500] R | ACTIVE      | 60 00 F5 7B
06109/29296: [01501] R | AUTHING     | 5B 1C C2 AC CE AD F3 15
06122/29296: [01506] R | IDLE        | 50 00 57 CD
06131/29296: [01510] R | HALT        | 52
06137/29296: [01512] R | READY       | 93 70 FF FF FF FF 00 27 D0
06151/29296: [01521] R | ACTIVE      | 60 00 F5 7B
06160/29296: [01523] R | AUTHING     | 9D E0 80 D8 02 D3 5D 60
06173/29296: [01528] R | AUTH IDLE   | 19 6B 8D D5
06182/29296: [01542] R | AUTH IDLE   | 37 16 CE BB
06191/29296: [01548] R | HALT        | 52
06197/29296: [01550] R | READY       | 93 70 FF FF FF FF 00 27 D0
06211/29296: [01557] R | ACTIVE      | E0 80 31 73
06220/29296: [01560] R | ACTIVE      | 50 00 57 CD
06229/29296: [01564] R | HALT        | 52
06235/29296: [01565] R | READY       | 93 70 FF FF FF FF 00 27 D0
06249/29296: [01576] R | ACTIVE      | C2 E0 B4
06257/29296: [01580] R | ACTIVE      | 50 00 57 CD
06266/29296: [01583] R | HALT        | 52
06272/29296: [01584] R | READY       | 93 70 FF FF FF FF 00 27 D0
06286/29296: [01595] R | ACTIVE      | 3C 00 A2 01
06295/29296: [01597] R | ACTIVE      | 50 00 57 CD
06304/29296: [01600] R | HALT        | 52
06310/29296: [01602] R | READY       | 93 70 FF FF FF FF 00 27 D0
06324/29296: [01610] R | ACTIVE      | 62 EA 11
06332/29296: [01612] R | ACTIVE      | 50 00 57 CD
06341/29296: [01616] R | HALT        | 52
06347/29296: [01617] R | READY       | 93 70 FF FF FF FF 00 27 D0
06361/29296: [01625] R | ACTIVE      | 50 00 57 CD
06370/29296: [01629] R | HALT        | 52
06376/29296: [01630] R | READY       | 93 70 FF FF FF FF 00 27 D0
06390/29296: [01637] R | ACTIVE      | 60 00 F5 7B
06399/29296: [01638] R | AUTHING     | F8 C0 30 F8 03 8F 51 D8
06412/29296: [01642] R | IDLE        | 50 00 57 CD
06421/29296: [01646] R | HALT        | 52
06427/29296: [01647] R | READY       | 93 70 FF FF FF FF 00 27 D0
06441/29296: [01653] R | ACTIVE      | 60 00 F5 7B
06450/29296: [01655] R | AUTHING     | F1 E9 1E C5 43 5F 87 00
06463/29296: [01659] R | IDLE        | 50 00 57 CD
06472/29296: [01662] R | HALT        | 52
06478/29296: [01663] R | READY       | 93 70 FF FF FF FF 00 27 D0
06492/29296: [01669] R | ACTIVE      | 60 28 BF D6
06501/29296: [01671] R | AUTHING     | 8A 3F 88 53 5B 23 79 AA
06514/29296: [01675] R | IDLE        | 50 00 57 CD
06523/29296: [01677] R | HALT        | 52
06529/29296: [01679] R | READY       | 93 70 FF FF FF FF 00 27 D0
06543/29296: [01686] R | ACTIVE      | 60 00 F5 7B
06552/29296: [01688] R | AUTHING     | 56 3B 1A 59 A3 8D CE A3
06565/29296: [01692] R | IDLE        | 50 00 57 CD
06574/29296: [01695] R | HALT        | 52
06580/29296: [01697] R | READY       | 93 70 FF FF FF FF 00 27 D0
06594/29296: [01703] R | ACTIVE      | 60 00 F5 7B
06603/29296: [01704] R | AUTHING     | D0 DA 2D 30 E6 A3 02 F0
06616/29296: [01708] R | IDLE        | 50 00 57 CD
06625/29296: [01712] R | HALT        | 52
06631/29296: [01713] R | READY       | 93 70 FF FF FF FF 00 27 D0
06645/29296: [01718] R | ACTIVE      | 61 00 2D 62
06654/29296: [01720] R | AUTHING     | CF 4D CD 12 97 AA 98 DA
06667/29296: [01724] R | IDLE        | 50 00 57 CD
06676/29296: [01728] R | HALT        | 52
06682/29296: [01729] R | READY       | 93 70 FF FF FF FF 00 27 D0
06696/29296: [01734] R | ACTIVE      | 60 08 BD F7
06705/29296: [01736] R | AUTHING     | 25 85 0B DD E2 6A B4 56
06718/29296: [01740] R | IDLE        | 50 00 57 CD
06727/29296: [01743] R | HALT        | 52
06733/29296: [01744] R | READY       | 93 70 FF FF FF FF 00 27 D0
06747/29296: [01749] R | ACTIVE      | 60 04 D1 3D
06756/29296: [01751] R | AUTHING     | C4 9F 1C 1C FD BF AD 32
06769/29296: [01755] R | IDLE        | 50 00 57 CD
06778/29296: [01758] R | HALT        | 52
06784/29296: [01760] R | READY       | 93 70 FF FF FF FF 00 27 D0
06798/29296: [01765] R | ACTIVE      | 60 18 3C E7
06807/29296: [01767] R | AUTHING     | 02 A1 FB 9F 18 59 C7 B8
06820/29296: [01770] R | IDLE        | 50 00 57 CD
06829/29296: [01774] R | HALT        | 52
06835/29296: [01776] R | READY       | 93 70 FF FF FF FF 00 27 D0
06849/29296: [01832] T | ACTIVE      | 08 B6 DD
06857/29296: [01957] R | IDLE        | 26
06863/29296: [01957] T | READY       | 04 00
06870/29296: [01958] R | READY       | 93 20
06877/29296: [01958] T | READY       | FF FF FF FF 00
06887/29296: [01960] R | READY       | 93 70 FF FF FF FF 00 27 D0
06901/29296: [01960] T | ACTIVE      | 08 B6 DD
06909/29296: [01965] R | ACTIVE      | 50 00 57 CD
06918/29296: [01965] T | HALT        | 
06923/29296: [01971] R | HALT        | 52
06929/29296: [01971] T | READY       | 04 00
06936/29296: [01972] R | READY       | 93 70 FF FF FF FF 00 27 D0
06950/29296: [01972] T | ACTIVE      | 08 B6 DD
06958/29296: [01976] R | ACTIVE      | 50 00 57 CD
06967/29296: [01976] T | HALT        | 
06972/29296: [01979] R | HALT        | 52
06978/29296: [01979] T | READY       | 04 00
06985/29296: [01980] R | READY       | 93 70 FF 7F
06994/29296: [01980] T | READY       | 
06999/29296: [01981] R | READY       | 00 F8 41 39
07008/29296: [01981] T | IDLE        | 
07013/29296: [02009] R | IDLE        | 26
07019/29296: [02009] T | READY       | 04 00
07026/29296: [02010] R | READY       | 93 20
07033/29296: [02010] T | READY       | FF FF FF FF 00
07043/29296: [02012] R | READY       | 93 70 FF FF FF FF 00 27 D0
07057/29296: [02012] T | ACTIVE      | 08 B6 DD
07065/29296: [02018] R | ACTIVE      | 50 00 57 CD
07074/29296: [02018] T | HALT        | 
07079/29296: [02022] R | HALT        | 52
07085/29296: [02022] T | READY       | 04 00
07092/29296: [02024] R | READY       | 93 70 FF FF FF FF FE 90 0E
07106/29296: [02024] T | ACTIVE      | 08 B6 DD
07114/29296: [02048] R | IDLE        | 26
07120/29296: [02048] T | READY       | 04 00
07127/29296: [02049] R | READY       | 93 20
07134/29296: [02049] T | READY       | FF FF FF FF 00
07144/29296: [02051] R | READY       | 93 70 FF FF FF FF 00 27 D0
07158/29296: [02051] T | ACTIVE      | 08 B6 DD
07166/29296: [02057] R | ACTIVE      | 50 00 57 CD
07175/29296: [02057] T | HALT        | 
07180/29296: [02060] R | HALT        | 52
07186/29296: [02060] T | READY       | 04 00
07193/29296: [02062] R | READY       | 93 70 FF FF FF FF 00 27 D0
07207/29296: [02062] T | ACTIVE      | 08 B6 DD
07215/29296: [02066] R | ACTIVE      | 50 00 57 CD
07224/29296: [02066] T | HALT        | 
07229/29296: [02069] R | HALT        | 52
07235/29296: [02069] T | READY       | 04 00
07242/29296: [02071] R | READY       | 93 70 FF FF FF FF 00 27 D0
07256/29296: [02071] T | ACTIVE      | 08 B6 DD
07264/29296: [02074] R | ACTIVE      | 60 00 F5 7B
07273/29296: [02075] T | AUTHING     | 01 20 01 45
07282/29296: [02076] R | AUTHING     | 75 CC DC D9 D9 BA BC 8C
07295/29296: [02077] T | IDLE        | 
07300/29296: [02079] R | IDLE        | 50 00 57 CD
07309/29296: [02080] T | HALT        | 
07314/29296: [02082] R | HALT        | 52
07320/29296: [02082] T | READY       | 04 00
07327/29296: [02084] R | READY       | 93 70 FF FF FF FF 00 27 D0
07341/29296: [02084] T | ACTIVE      | 08 B6 DD
07349/29296: [02088] R | ACTIVE      | 50 00 57 CD
07358/29296: [02088] T | HALT        | 
07363/29296: [02091] R | HALT        | 52
07369/29296: [02091] T | READY       | 04 00
07376/29296: [02093] R | READY       | 93 70 FF FF FF FF 00 27 D0
07390/29296: [02093] T | ACTIVE      | 08 B6 DD
07398/29296: [02096] R | ACTIVE      | 60 00 F5 7B
07407/29296: [02096] T | AUTHING     | 01 20 01 45
07416/29296: [02098] R | AUTHING     | EB 87 23 5D 48 36 BF FD
07429/29296: [02098] T | IDLE        | 
07434/29296: [02101] R | IDLE        | 50 00 57 CD
07443/29296: [02101] T | HALT        | 
07448/29296: [02105] R | HALT        | 52
07454/29296: [02105] T | READY       | 04 00
07461/29296: [02106] R | READY       | 93 70 FF FF FF FF 00 27 D0
07475/29296: [02106] T | ACTIVE      | 08 B6 DD
07483/29296: [02110] R | ACTIVE      | 50 00 57 CD
07492/29296: [02110] T | HALT        | 
07497/29296: [02113] R | HALT        | 52
07503/29296: [02113] T | READY       | 04 00
07510/29296: [02114] R | READY       | 93 70 FF FF FF FF 00 27 D0
07524/29296: [02114] T | ACTIVE      | 08 B6 DD
07532/29296: [02137] R | ACTIVE      | 50 00 57 CD
07541/29296: [02137] T | HALT        | 
07546/29296: [02141] R | HALT        | 52
07552/29296: [02141] T | READY       | 04 00
07559/29296: [02143] R | READY       | 93 70 FF FF FF FF 00 27 D0
07573/29296: [02143] T | ACTIVE      | 08 B6 DD
07581/29296: [02150] R | ACTIVE      | 60 00 F5 7B
07590/29296: [02151] T | AUTHING     | 01 20 01 45
07599/29296: [02152] R | AUTHING     | 99 F9 1E 60 AC 39 5A D8
07612/29296: [02153] T | IDLE        | 
07617/29296: [02156] R | IDLE        | 50 00 57 CD
07626/29296: [02156] T | HALT        | 
07631/29296: [02160] R | HALT        | 52
07637/29296: [02160] T | READY       | 04 00
07644/29296: [02161] R | READY       | 93 70 FF FF FF FF 00 27 D0
07658/29296: [02162] T | ACTIVE      | 08 B6 DD
07666/29296: [02172] R | ACTIVE      | 60 00 F5 7B
07675/29296: [02172] T | AUTHING     | 01 20 01 45
07684/29296: [02173] R | AUTHING     | BD 5A 4B 1E 93 07 74 0B
07697/29296: [02174] T | AUTH IDLE   | 08 3F 81 67
07706/29296: [02178] R | AUTH IDLE   | 10 2C FF F8
07715/29296: [02179] T | AUTH IDLE   | A5 E3 11 26 E4 1C 56 CC E5 ED D1 38 BA D6 D8 24 AF C4
07738/29296: [02191] R | AUTH IDLE   | F6 BF 28 30
07747/29296: [02191] T | HALT        | 
07752/29296: [02194] R | HALT        | 52
07758/29296: [02194] T | READY       | 04 00
07765/29296: [02196] R | READY       | 93 70 FF FF FF FF 00 27 D0
07779/29296: [02196] T | ACTIVE      | 08 B6 DD
07787/29296: [02204] R | ACTIVE      | E0 80 31 73
07796/29296: [02204] T | ACTIVE      | 04
07802/29296: [02213] R | ACTIVE      | 50 00 57 CD
07811/29296: [02213] T | HALT        | 
07816/29296: [02221] R | HALT        | 52
07822/29296: [02221] T | READY       | 04 00
07829/29296: [02222] R | READY       | 93 70 FF FF FF FF 00 27 D0
07843/29296: [02222] T | ACTIVE      | 08 B6 DD
07851/29296: [02231] R | ACTIVE      | C2 E0 B4
07859/29296: [02231] T | ACTIVE      | 04
07865/29296: [02298] R | IDLE        | 26
07871/29296: [02298] T | READY       | 04 00
07878/29296: [02299] R | READY       | 93 20
07885/29296: [02299] T | READY       | FF FF FF FF 00
07895/29296: [02301] R | READY       | 93 70 FF FF FF FF 00 27 D0
07909/29296: [02301] T | ACTIVE      | 08 B6 DD
07917/29296: [02308] R | ACTIVE      | 50 00 57 CD
07926/29296: [02308] T | HALT        | 
07931/29296: [02312] R | HALT        | 52
07937/29296: [02312] T | READY       | 04 00
07944/29296: [02313] R | READY       | 93 70 FF FF FF FF 00 27 D0
07958/29296: [02314] T | ACTIVE      | 08 B6 DD
07966/29296: [02319] R | ACTIVE      | 50 00 57 CD
07975/29296: [02319] T | HALT        | 
07980/29296: [02324] R | HALT        | 52
07986/29296: [02324] T | READY       | 04 00
07993/29296: [02325] R | READY       | 93 70 FF FF FF FF 00 27 D0
08007/29296: [02326] T | ACTIVE      | 08 B6 DD
08015/29296: [02330] R | ACTIVE      | 60 00 F5 7B
08024/29296: [02330] T | AUTHING     | 01 20 01 45
08033/29296: [02332] R | AUTHING     | EB 9A B9 EE F4 1C C9 45
08046/29296: [02332] T | IDLE        | 
08051/29296: [02336] R | IDLE        | 50 00
08058/29296: [02336] T | IDLE        | 01
08064/29296: [02336] R | IDLE        | 01
08070/29296: [02336] T | IDLE        | 
08075/29296: [02340] R | IDLE        | 52
08081/29296: [02340] T | READY       | 04 00
08088/29296: [02341] R | READY       | 93 70 FF FF 0F
08098/29296: [02341] T | READY       | 
08103/29296: [02341] R | READY       | C0 0F C9 00
08112/29296: [02341] T | IDLE        | 
08117/29296: [02369] R | IDLE        | 26
08123/29296: [02369] T | READY       | 04 00
08130/29296: [02370] R | READY       | 93 20
08137/29296: [02370] T | READY       | FF FF FF FF 00
08147/29296: [02371] R | READY       | 93 70 FF FF FF FF 00 27 D0
08161/29296: [02371] T | ACTIVE      | 08 B6 DD
08169/29296: [02385] R | ACTIVE      | 50 00 57 CD
08178/29296: [02385] T | HALT        | 
08183/29296: [02392] R | HALT        | 52
08189/29296: [02392] T | READY       | 04 00
08196/29296: [02394] R | READY       | 93 70 FF FF FF FF 00 27 D0
08210/29296: [02394] T | ACTIVE      | 08 B6 DD
08218/29296: [02399] R | ACTIVE      | 50 00 57 CD
08227/29296: [02399] T | HALT        | 
08232/29296: [02404] R | HALT        | 52
08238/29296: [02404] T | READY       | 04 00
08245/29296: [02405] R | READY       | 93 70 FF FF FF FF 00 27 D0
08259/29296: [02405] T | ACTIVE      | 08 B6 DD
08267/29296: [02410] R | ACTIVE      | 60 00 F5 7B
08276/29296: [02410] T | AUTHING     | 01 20 01 45
08285/29296: [02412] R | AUTHING     | 05 50 58 6C 5D 19 F2 7C
08298/29296: [02412] T | IDLE        | 
08303/29296: [02416] R | IDLE        | 50 00 57 CD
08312/29296: [02416] T | HALT        | 
08317/29296: [02420] R | HALT        | 52
08323/29296: [02420] T | READY       | 04 00
08330/29296: [02421] R | READY       | 93 70 0F
08338/29296: [02421] T | READY       | 
08343/29296: [02422] R | READY       | 00 00 C0 0F C9 00
08354/29296: [02422] T | IDLE        | 
08359/29296: [02460] R | IDLE        | 26
08365/29296: [02460] T | READY       | 04 00
08372/29296: [02461] R | READY       | 93 20
08379/29296: [02461] T | READY       | FF FF FF FF 00
08389/29296: [02463] R | READY       | 93 70 FF FF FF FF 00 27 D0
08403/29296: [02463] T | ACTIVE      | 08 B6 DD
08411/29296: [02471] R | ACTIVE      | 50 00 57 CD
08420/29296: [02471] T | HALT        | 
08425/29296: [02474] R | HALT        | 52
08431/29296: [02474] T | READY       | 04 00
08438/29296: [02476] R | READY       | 93 70 FF FF FF FF 00 27 D0
08452/29296: [02476] T | ACTIVE      | 08 B6 DD
08460/29296: [02481] R | ACTIVE      | 50 00 57 CD
08469/29296: [02481] T | HALT        | 
08474/29296: [02485] R | HALT        | 52
